,Intensity P010693,Intensity P010694,Intensity P010695,Intensity P010738,Intensity P010739,Intensity P010740,Intensity P013127,Intensity P018020,Intensity P018021
ENSP00000000233.5;ENSP00000412701.1;ENSP00000446353.1;ENSP00000420655.1,0.895966332184464,2.36037144037818,0.352869126025109,2.2149205068461,2.13700175359757,0.5396081865695094,2.17218277395417,-0.359078261274036,-2.31318296691256
ENSP00000000412.3;ENSP00000440488.2;ENSP00000441030.1;ENSP00000440962.1;ENSP00000442100.1;ENSP00000444684.1;ENSP00000437595.1;ENSP00000442983.1,0.44762516559971,1.10124578376377,-0.418663664665871,-2.58027872288898,-2.16660594811354,0.387071529806118,0.840945283784666,-1.78909740580957,-0.595345868739159
ENSP00000001008.4;ENSP00000438491.1;ENSP00000446368.1;ENSP00000486800.1;ENSP00000439703.1,2.35575907283706,3.33826372474077,3.99403384745625,5.21653138194165,4.21560843675996,2.85241907309317,4.60504601002181,3.57425019518958,3.80346830047655
ENSP00000002125.4;ENSP00000394436.1;ENSP00000399207.1;ENSP00000402959.1;ENSP00000410181.1;ENSP00000412942.1;ENSP00000416594.1,-2.5479720146217675,-2.62527487866566,-4.95826763259284,-2.362039080096308,-2.5593834873181,-2.87930505616948,-0.541685018446998,-1.12068076553939,0.373534154394296
ENSP00000002165.5;ENSP00000398119.1,-0.5464910440684735,-5.69775180140112,-2.48918785440985,1.27380772857579,-2.77338749790408,-3.23966025014331,0.0641637018590941,-2.38553696924892,-3.2371844832580465
ENSP00000003100.8;ENSP00000406757.1;ENSP00000394268.1;ENSP00000412536.1,-0.414665036188865,-0.2426621544003,-4.02173740225116,1.51702000330641,-3.44627642329222,-0.179057482708856,1.01365231316488,-1.81069234622709,-1.5310931117765387
ENSP00000003302.4;ENSP00000445743.1;ENSP00000444991.1;ENSP00000442431.1;ENSP00000441513.1;ENSP00000440799.1;ENSP00000442257.1;ENSP00000437688.1;ENSP00000438050.1;ENSP00000446284.1,-0.710168866952234,-3.57960499306762,-1.153445705237026,-2.9889863084606674,0.809571954885602,-1.96767407651608,-2.95222402546612,-4.10705672117098,-2.64715496363916
ENSP00000468057.1;ENSP00000004982.3;ENSP00000467169.1,8.70263640386964,5.45035091402832,3.53282798162157,2.75630465008311,8.07657757888971,6.02052295952089,2.53504369281737,-1.50228067895261,0.669069767492996
ENSP00000005178.5,-5.35717037445875,-1.6892602179184657,-1.968223658396,-1.39030504641506,-2.13797494271343,-4.30202769197629,-0.0688601528325243,-2.7579090691392603,-2.8299141860672394
ENSP00000005257.2;ENSP00000413227.1;ENSP00000388975.1,-1.5810993078108,-0.85814037675339,0.868512927669531,-1.77586075715926,-0.891676029139006,0.0109648835071354,0.515263659448166,0.141332442316472,0.573884243818366
ENSP00000368412.2;ENSP00000005259.4;ENSP00000418993.1;ENSP00000409350.1;ENSP00000419681.1;ENSP00000414164.2;ENSP00000418816.1;ENSP00000390733.1;ENSP00000395828.1,-1.359115628305036,-0.878823163131944,-0.9472718090110785,-5.48927513560017,0.655748871059554,1.25852698628412,2.4386503095467,1.2966038781583518,2.16349310939589
ENSP00000005260.8,-2.98034563505115,-2.12112325597818,-1.28460637089185,1.95400259158857,0.525335910762735,-1.62206612432438,-2.22326879216127,-1.88262364501094,-1.95689105856724
ENSP00000405823.2;ENSP00000005286.4;ENSP00000437848.1,2.77616911989229,7.20130258211843,0.639098869144316,-1.92496719651708,-2.24201848018067,-2.04003020873741,0.990622832583378,-3.27795061340584,-4.1633150693547
ENSP00000005340.4;ENSP00000459797.1;ENSP00000459991.1;ENSP00000458209.1;ENSP00000458465.1,0.319295205094697,-2.06021456238311,-7.03936626303879,-2.44497042193944,0.350495245347119,0.37466881843433,-2.480954780007033,-1.14265001564977,0.347396263352817
ENSP00000005386.3;ENSP00000370024.4;ENSP00000401823.3,-1.0269123160712486,1.0326416836326107,0.0791763352510237,-0.8551918975284021,1.43277561252058,-0.320899801870993,-1.59966555964732,0.490655861156203,1.68871042555898
ENSP00000005587.2;ENSP00000408163.1,1.6361988876735,1.36099000103433,-0.677854624750637,-0.945315925424048,-2.01407718694874,-1.12528963483024,-4.65730001432985,1.0021328610725924,-0.7585319743938763
ENSP00000006526.6;ENSP00000406606.1;ENSP00000387236.1,-1.81230632241136,-3.58737234823174,-6.48648886769783,0.4523782178463181,-4.36171670942051,-3.30780197694573,-0.4937296948692998,2.15859062946114,-0.446322581352518
ENSP00000489591.1;ENSP00000348878.4;ENSP00000006658.6;ENSP00000483295.1;ENSP00000489476.1;ENSP00000425271.1;ENSP00000424538.1,-1.48942451521709,-2.1016691884189,-1.3035318926463348,-0.655963712044116,0.902242821579712,-2.24633140271383,-1.22468042029493,-0.509472886034857,-3.1454118527596
ENSP00000006777.6;ENSP00000391232.1;ENSP00000314144.4,-1.269315544965823,-4.797994527651594,-6.48379492080973,-0.25736193498252796,-6.10969890925341,-3.8001517441099,0.15689799166091395,2.06633758189352,-1.14619699001819
ENSP00000376295.3;ENSP00000007414.3;ENSP00000479827.1;ENSP00000463599.1,-4.20470224326811,-3.92075186517716,-3.416515695264421,-3.6269624201360755,-4.83215608875329,-4.36980585778167,-3.0982553623311375,-5.91090680221249,-2.1753996498206
ENSP00000458770.1;ENSP00000007516.2;ENSP00000461693.1;ENSP00000454891.1,3.19049115538415,2.96179246103491,2.1037138728355,4.82898017389012,3.80557843413199,2.41760044119414,4.78686047591303,-0.554951466618931,-3.82526086117531
ENSP00000371955.2;ENSP00000371959.4;ENSP00000371958.1;ENSP00000009180.4;ENSP00000482643.1;ENSP00000478288.1;ENSP00000440985.1,5.49052100037173,0.725002358078655,1.63410705570988,1.1065980816456116,-0.12093213133381013,2.76333961195455,0.701796771425638,3.86690708026389,2.05023823639002
ENSP00000427788.1;ENSP00000009589.3;ENSP00000478703.1;ENSP00000429374.1;ENSP00000428146.1;ENSP00000428104.1;ENSP00000429049.1;ENSP00000427860.1;ENSP00000429333.1,5.996037007951,6.0858537695191,5.39082920763814,6.12737840098398,6.59319248260738,5.98107118124632,5.82898045178665,6.66093945491608,6.81366123154118
ENSP00000379513.3;ENSP00000379512.1;ENSP00000379510.1;ENSP00000010404.2;ENSP00000442557.1;ENSP00000442970.1;ENSP00000438308.1;ENSP00000440443.1;ENSP00000437988.1;ENSP00000442767.1,1.13422849992279,-0.834715025788008,1.37010335254188,3.44609783616583,-0.677910886698776,1.27460317833599,6.78857951023246,-0.2582794214640296,-1.6511400398951
ENSP00000011619.3,-2.22700170045833,-0.152318970701913,-1.35043710370859,-1.0115682978038,-0.8801261657450266,-1.1234955724951,-4.19385587108559,0.273706279665003,-0.29406208376782
ENSP00000011653.4;ENSP00000445167.1,-2.701847822391977,0.534714593056215,-0.8052146199990518,-5.73666537364634,-5.72293744343459,-0.771738539123827,-4.65442243386701,-2.0478731107769215,-3.56420445464597
ENSP00000444799.1;ENSP00000011898.5;ENSP00000384488.1,-3.30840935929829,-3.06075510985905,-1.14892370051308,-2.552960130596744,-3.24271111788224,-0.724453219734556,-1.15944034326112,-1.87549451648208,-1.8129209220308202
ENSP00000012049.4;ENSP00000387944.2;ENSP00000467813.1,-3.088968947516572,-3.24857978310992,-4.47171250211882,-1.4011917300012762,-2.9558819426978244,-5.94922821934015,-3.351485601441,-0.726528876709107,-1.94901907015153
ENSP00000434329.1;ENSP00000012443.4;ENSP00000375786.1;ENSP00000471730.1;ENSP00000481586.1;ENSP00000392262.1,2.44721539412181,0.9050330212073641,0.868884804212612,3.50116405970319,2.69547560821582,2.38315289950569,2.24738215889635,3.69461558778477,3.59070886645972
ENSP00000483908.1;ENSP00000013070.6;ENSP00000479570.1;ENSP00000391706.2;ENSP00000486093.1;ENSP00000452488.1;ENSP00000485983.1;ENSP00000451785.1;ENSP00000485686.1;ENSP00000451051.1;ENSP00000486968.1;ENSP00000451369.1;ENSP00000486462.1;ENSP00000451022.1;ENSP00000486939.1;ENSP00000450645.1,-3.088375310273218,-1.69394359370392,-3.11052541015519,-3.46203298736424,-2.9412086814008296,-2.16602651044404,-3.26964910919085,-4.8020515877787,-2.474341274683539
ENSP00000013125.4;ENSP00000451980.1;ENSP00000451452.1;ENSP00000451926.1;ENSP00000452289.1,-2.32258156563593,-0.643574049089391,-1.50917856960701,-1.3194650916928958,-1.47981959724619,-0.491105904387961,-2.22654229540689,-1.32110137160408,-1.04969779396387
ENSP00000014112.5;ENSP00000408096.1;ENSP00000349428.4;ENSP00000489604.1;ENSP00000342332.5;ENSP00000486218.1;ENSP00000465652.2;ENSP00000465451.1;ENSP00000468565.3;ENSP00000478414.1;ENSP00000466250.2;ENSP00000465825.1,4.40570394847425,5.18593912401076,6.08689780478157,5.4535896963394,4.09178839768374,4.65873590195816,5.2823737510847,5.32662367283805,4.82079346661138
ENSP00000014930.4;ENSP00000441678.1;ENSP00000442020.1,1.75026289161358,2.05215610543237,1.75091551187136,6.61705554705874,3.25922162302728,4.62177765824459,5.06943548367203,1.5208133922994,2.70742628218594
ENSP00000372924.3;ENSP00000019317.4;ENSP00000463693.1;ENSP00000411556.3,-2.75193766387956,-0.7825607348075,-2.33665109301746,-5.23441226649279,-1.31713473641402,-2.01757323454194,-0.866268595389666,0.818167871317069,-2.56351291002509
ENSP00000022615.4;ENSP00000429006.1;ENSP00000428519.1;ENSP00000430908.1,-1.39271720791211,-3.68292247581332,-1.87831573710148,-1.9585801598510653,-3.47779595282184,-2.87409199203741,-2.16252907601821,-1.70733003722422,-1.849393780101583
ENSP00000349906.6;ENSP00000023939.5;ENSP00000400322.1;ENSP00000379220.3,-2.7095163323928797,-0.262833766790166,-3.2020102992466,-2.98848648627487,-5.0804797837292,-2.54695457343338,-0.580777384422696,1.49821338529636,1.47359287644635
