,Intensity P010693,Intensity P010694,Intensity P010695,Intensity P010738,Intensity P010739,Intensity P010740,Intensity P013127,Intensity P018020,Intensity P018021
ENSP00000000233.5;ENSP00000412701.1;ENSP00000446353.1;ENSP00000420655.1,0.895966332184464,2.36037144037818,0.352869126025109,2.2149205068461,2.13700175359757,2.76881365165195,2.17218277395417,-0.359078261274036,-0.7879169297416915
ENSP00000000412.3;ENSP00000440488.2;ENSP00000441030.1;ENSP00000440962.1;ENSP00000442100.1;ENSP00000444684.1;ENSP00000437595.1;ENSP00000442983.1,0.44762516559971,1.10124578376377,-0.418663664665871,-0.5103053418829828,-1.2163390504443143,0.387071529806118,0.840945283784666,-1.1240691129384455,-0.595345868739159
ENSP00000001008.4;ENSP00000438491.1;ENSP00000446368.1;ENSP00000486800.1;ENSP00000439703.1,2.35575907283706,3.33826372474077,3.99403384745625,5.21653138194165,4.21560843675996,2.85241907309317,4.60504601002181,3.57425019518958,3.80346830047655
ENSP00000002125.4;ENSP00000394436.1;ENSP00000399207.1;ENSP00000402959.1;ENSP00000410181.1;ENSP00000412942.1;ENSP00000416594.1,1.0011562208470954,0.4901216745151933,0.8791393716567206,-0.5854564312999215,0.13850248362798318,1.22628130938686,-0.541685018446998,-1.12068076553939,0.373534154394296
ENSP00000002165.5;ENSP00000398119.1,0.6529348296343647,0.6189884534200834,1.5371838720491264,1.27380772857579,0.5590940952772884,0.39810472941277325,0.0641637018590941,0.810181720760123,0.606201523674093
ENSP00000003100.8;ENSP00000406757.1;ENSP00000394268.1;ENSP00000412536.1,-0.414665036188865,-0.2426621544003,-1.2917376944466998,1.51702000330641,0.8468077663824054,-0.179057482708856,1.01365231316488,0.6762526588281744,0.6728104603804372
ENSP00000003302.4;ENSP00000445743.1;ENSP00000444991.1;ENSP00000442431.1;ENSP00000441513.1;ENSP00000440799.1;ENSP00000442257.1;ENSP00000437688.1;ENSP00000438050.1;ENSP00000446284.1,0.2811215506867943,2.082754913833611,1.1200745756391572,1.0322817979298984,0.809571954885602,1.3098609002901616,1.1102625764132927,0.5840307783955719,1.7604421185219548
ENSP00000468057.1;ENSP00000004982.3;ENSP00000467169.1,8.70263640386964,5.45035091402832,3.53282798162157,2.75630465008311,8.07657757888971,6.02052295952089,2.53504369281737,-1.50228067895261,0.669069767492996
ENSP00000005178.5,-0.7340773171010075,0.5238957348827661,-0.37585623790254125,-1.39030504641506,-0.09947017286558439,-0.679990976960007,-0.0688601528325243,-0.7237061309118028,0.3047717078287669
ENSP00000005257.2;ENSP00000413227.1;ENSP00000388975.1,-1.5810993078108,-0.85814037675339,0.868512927669531,-0.38466677859017434,-0.891676029139006,0.0109648835071354,0.515263659448166,0.141332442316472,0.573884243818366
ENSP00000368412.2;ENSP00000005259.4;ENSP00000418993.1;ENSP00000409350.1;ENSP00000419681.1;ENSP00000414164.2;ENSP00000418816.1;ENSP00000390733.1;ENSP00000395828.1,3.02320736993773,-0.878823163131944,0.970006074890726,0.253365672107133,0.655748871059554,1.25852698628412,2.4386503095467,1.19041775907188,2.16349310939589
ENSP00000005260.8,0.46685003440666417,0.09032845109873855,-1.28460637089185,1.95400259158857,0.525335910762735,-1.62206612432438,-0.5605738055847271,0.32173781364415144,0.6488538676571315
ENSP00000405823.2;ENSP00000005286.4;ENSP00000437848.1,2.77616911989229,7.20130258211843,0.639098869144316,2.668044898198432,0.4241673745552622,-0.4747940244365954,2.3520260516849802,-0.4383066988825875,-0.24238671782832039
ENSP00000005340.4;ENSP00000459797.1;ENSP00000459991.1;ENSP00000458209.1;ENSP00000458465.1,0.319295205094697,0.21819510528063057,-0.5130208814275784,0.26585888163018595,0.350495245347119,0.37466881843433,-0.3423561377899828,-1.14265001564977,0.347396263352817
ENSP00000005386.3;ENSP00000370024.4;ENSP00000401823.3,1.168233056743676,1.30850570386218,0.0791763352510237,-0.163138475765386,1.43277561252058,-0.320899801870993,-1.59966555964732,0.490655861156203,1.68871042555898
ENSP00000005587.2;ENSP00000408163.1,1.6361988876735,1.36099000103433,-0.677854624750637,-0.945315925424048,-0.8058327966102196,-1.12528963483024,-0.5009881204977478,0.2546028487348476,2.4509165178369368
ENSP00000006526.6;ENSP00000406606.1;ENSP00000387236.1,1.1416405380083845,1.394258503914188,1.4342566446357832,1.2608473539425507,1.5051764517611261,-0.05774469296984441,2.041234135553185,2.15859062946114,-0.446322581352518
ENSP00000489591.1;ENSP00000348878.4;ENSP00000006658.6;ENSP00000483295.1;ENSP00000489476.1;ENSP00000425271.1;ENSP00000424538.1,-1.48942451521709,0.37618204069114364,0.4971795098077324,-0.655963712044116,0.902242821579712,0.733142612719967,-1.22468042029493,-0.509472886034857,0.6736469597722643
ENSP00000006777.6;ENSP00000391232.1;ENSP00000314144.4,1.0419453886404355,0.03926521356843362,1.036844060274296,-0.7816067165934143,0.2768364390674584,0.9393274468809778,0.5472275511978537,2.06633758189352,-1.14619699001819
ENSP00000376295.3;ENSP00000007414.3;ENSP00000479827.1;ENSP00000463599.1,1.8967263714340736,1.4999037090553546,1.830100619296512,2.133334882234399,1.9233801805809831,1.7008500342285908,2.038296804067627,1.5381711264337687,1.6797701617007368
ENSP00000458770.1;ENSP00000007516.2;ENSP00000461693.1;ENSP00000454891.1,3.19049115538415,2.96179246103491,2.1037138728355,4.82898017389012,3.80557843413199,2.41760044119414,4.78686047591303,-0.554951466618931,-0.004591630902060925
ENSP00000371955.2;ENSP00000371959.4;ENSP00000371958.1;ENSP00000009180.4;ENSP00000482643.1;ENSP00000478288.1;ENSP00000440985.1,5.49052100037173,0.725002358078655,1.63410705570988,-0.690739379582184,1.71147625307054,2.76333961195455,0.701796771425638,3.86690708026389,2.05023823639002
ENSP00000427788.1;ENSP00000009589.3;ENSP00000478703.1;ENSP00000429374.1;ENSP00000428146.1;ENSP00000428104.1;ENSP00000429049.1;ENSP00000427860.1;ENSP00000429333.1,5.996037007951,6.0858537695191,5.39082920763814,6.12737840098398,6.59319248260738,5.98107118124632,5.82898045178665,6.66093945491608,6.81366123154118
ENSP00000379513.3;ENSP00000379512.1;ENSP00000379510.1;ENSP00000010404.2;ENSP00000442557.1;ENSP00000442970.1;ENSP00000438308.1;ENSP00000440443.1;ENSP00000437988.1;ENSP00000442767.1,1.13422849992279,-0.132014564135291,-0.38137775520197625,3.44609783616583,-0.677910886698776,1.27460317833599,6.78857951023246,1.0741031668353922,0.4125070704918398
ENSP00000011619.3,-0.14383810997389862,-0.152318970701913,-1.35043710370859,-1.0115682978038,-0.26598255482227223,-1.1234955724951,-0.5051815278593269,0.273706279665003,-0.29406208376782
ENSP00000011653.4;ENSP00000445167.1,0.8255786602926412,0.534714593056215,-0.3047412769882279,-0.5517261944425913,-0.33904021354232483,-0.771738539123827,0.6644130031066788,0.4527345585593169,0.6267000106369203
ENSP00000444799.1;ENSP00000011898.5;ENSP00000384488.1,0.009662459311936503,-0.6057204061015445,-1.14892370051308,-1.1045904739552408,-0.4593277686052878,-0.724453219734556,-1.15944034326112,-0.34016670604209553,0.17846422482017318
ENSP00000012049.4;ENSP00000387944.2;ENSP00000467813.1,0.015164337382426929,0.26890853109434537,-0.14604079967940115,-0.062086150580377544,-1.1592040196072877,-1.2031343928347755,1.361699123322437,-0.726528876709107,-0.9417395800452193
ENSP00000434329.1;ENSP00000012443.4;ENSP00000375786.1;ENSP00000471730.1;ENSP00000481586.1;ENSP00000392262.1,2.44721539412181,1.7894240563095,0.868884804212612,3.50116405970319,2.69547560821582,2.38315289950569,2.24738215889635,3.69461558778477,3.59070886645972
ENSP00000483908.1;ENSP00000013070.6;ENSP00000479570.1;ENSP00000391706.2;ENSP00000486093.1;ENSP00000452488.1;ENSP00000485983.1;ENSP00000451785.1;ENSP00000485686.1;ENSP00000451051.1;ENSP00000486968.1;ENSP00000451369.1;ENSP00000486462.1;ENSP00000451022.1;ENSP00000486939.1;ENSP00000450645.1,-0.4718180834386258,-1.69394359370392,-0.5562853520145792,0.1972476317327406,-0.3097980325392702,-1.0331877256099,-0.33047950912473645,-0.5778492569821715,-0.31352925905015383
ENSP00000013125.4;ENSP00000451980.1;ENSP00000451452.1;ENSP00000451926.1;ENSP00000452289.1,-0.30855690054316554,-0.643574049089391,-1.50917856960701,-0.06001640912409325,-1.47981959724619,-0.491105904387961,2.064268537338901,-1.32110137160408,-1.04969779396387
ENSP00000014112.5;ENSP00000408096.1;ENSP00000349428.4;ENSP00000489604.1;ENSP00000342332.5;ENSP00000486218.1;ENSP00000465652.2;ENSP00000465451.1;ENSP00000468565.3;ENSP00000478414.1;ENSP00000466250.2;ENSP00000465825.1,4.40570394847425,5.18593912401076,6.08689780478157,5.4535896963394,4.09178839768374,4.65873590195816,5.2823737510847,5.32662367283805,4.82079346661138
ENSP00000014930.4;ENSP00000441678.1;ENSP00000442020.1,1.75026289161358,2.05215610543237,1.75091551187136,6.61705554705874,3.25922162302728,4.62177765824459,5.06943548367203,1.5208133922994,2.70742628218594
ENSP00000372924.3;ENSP00000019317.4;ENSP00000463693.1;ENSP00000411556.3,-0.18006848092750766,-0.7825607348075,0.268084110430084,-0.5404336244356827,-1.31713473641402,-0.6904464100913954,-0.866268595389666,0.818167871317069,-0.9422427394991368
ENSP00000022615.4;ENSP00000429006.1;ENSP00000428519.1;ENSP00000430908.1,-1.39271720791211,0.5462673120313275,-0.8251986585876129,2.00749886851422,0.55158087429385,0.24263568619508477,1.407824255051625,-1.70733003722422,0.09887533012262999
ENSP00000349906.6;ENSP00000023939.5;ENSP00000400322.1;ENSP00000379220.3,2.113110350332433,-0.262833766790166,0.31297129670935825,2.827647545658585,1.7916021396301667,0.24676394216325798,1.866163544201234,1.49821338529636,1.47359287644635
